1731474948.730818 server started (38312): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1731474948.730848 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:13 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T8112
1731474948.730856 using libevent 2.1.12-stable select
1731474948.730867 using utf8proc 2.9.0
1731474948.730874 using ncurses 6.5 20240427
1731474949.060496 client 0x15b80a400 IDENTIFY_ENVIRON ORIGINAL_XDG_CURRENT_DESKTOP=undefined
1731474949.060497 peer 0x140008000 message 105
1731474949.060499 client 0x15b80a400 IDENTIFY_ENVIRON LC_ALL=en_US.UTF-8
1731474949.060501 peer 0x140008000 message 105
1731474949.060503 client 0x15b80a400 IDENTIFY_ENVIRON TABBY_CONFIG_DIRECTORY=/Users/richie/Library/Application Support/tabby
1731474949.060505 peer 0x140008000 message 105
1731474949.060507 client 0x15b80a400 IDENTIFY_ENVIRON ZSH=/Users/richie/.oh-my-zsh
1731474949.060509 peer 0x140008000 message 105
1731474949.060511 client 0x15b80a400 IDENTIFY_ENVIRON NVM_DIR=/Users/richie/.nvm
1731474949.060513 peer 0x140008000 message 105
1731474949.060515 client 0x15b80a400 IDENTIFY_ENVIRON USER=richie
1731474949.060517 peer 0x140008000 message 105
1731474949.060520 client 0x15b80a400 IDENTIFY_ENVIRON LS_COLORS=di=1;36:ln=35:so=32:pi=33:ex=31:bd=34;46:cd=34;43:su=30;41:sg=30;46:tw=30;42:ow=30;43
1731474949.060522 peer 0x140008000 message 105
1731474949.060524 client 0x15b80a400 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1731474949.060526 peer 0x140008000 message 105
1731474949.060528 client 0x15b80a400 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.hMYMO54iBk/Listeners
1731474949.060534 peer 0x140008000 message 105
1731474949.060537 client 0x15b80a400 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1731474949.060538 peer 0x140008000 message 105
1731474949.060541 client 0x15b80a400 IDENTIFY_ENVIRON PAGER=less
1731474949.060542 peer 0x140008000 message 105
1731474949.060545 client 0x15b80a400 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,38312,-1
1731474949.060547 peer 0x140008000 message 105
1731474949.060549 client 0x15b80a400 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1731474949.060551 peer 0x140008000 message 105
1731474949.060556 client 0x15b80a400 IDENTIFY_ENVIRON PATH=/Users/richie/.nvm/versions/node/v22.8.0/bin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Library/Apple/usr/bin:/Users/richie/Library/Android/Sdk:/Users/richie/Library/Android/Sdk/platform-tools:/Users/richie/Library/Android/Sdk/build-tools/34.0.0:/Users/richie/Library/Android/Sdk/emulator:/Users/richie/Library/Android/Sdk/cmdline-tools/latest/bin/:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Users/richie/Development/flutter/bin:/opt/homebrew/opt/openjdk/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/sbin:/opt/homebrew/bin:/usr/local/bin
1731474949.060559 peer 0x140008000 message 105
1731474949.060561 client 0x15b80a400 IDENTIFY_ENVIRON LC_MESSAGES=en_US.UTF-8
1731474949.060562 peer 0x140008000 message 105
1731474949.060565 client 0x15b80a400 IDENTIFY_ENVIRON LC_COLLATE=en_US.UTF-8
1731474949.060566 peer 0x140008000 message 105
1731474949.060569 client 0x15b80a400 IDENTIFY_ENVIRON __CFBundleIdentifier=org.tabby
1731474949.060570 peer 0x140008000 message 105
1731474949.060573 client 0x15b80a400 IDENTIFY_ENVIRON PWD=/Users/richie/Documents/Programming/Projects/on-going/feedback-hub
1731474949.060575 peer 0x140008000 message 105
1731474949.060577 client 0x15b80a400 IDENTIFY_ENVIRON ZSH_TMUX_AUTONAME_SESSION=true
1731474949.060578 peer 0x140008000 message 105
1731474949.060581 client 0x15b80a400 IDENTIFY_ENVIRON TOP_PID=38343
1731474949.060582 peer 0x140008000 message 105
1731474949.060584 client 0x15b80a400 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1731474949.060586 peer 0x140008000 message 105
1731474949.060589 client 0x15b80a400 IDENTIFY_ENVIRON NODE_PATH=undefined:/Applications/Tabby.app/Contents/Resources/builtin-plugins:/Applications/Tabby.app/Contents/Resources/app.asar/node_modules:/Users/richie/Library/Application Support/tabby/plugins/node_modules
1731474949.060591 peer 0x140008000 message 105
1731474949.060593 client 0x15b80a400 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1731474949.060595 peer 0x140008000 message 105
1731474949.060597 client 0x15b80a400 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1731474949.060599 peer 0x140008000 message 105
1731474949.060601 client 0x15b80a400 IDENTIFY_ENVIRON HOME=/Users/richie
1731474949.060603 peer 0x140008000 message 105
1731474949.060605 client 0x15b80a400 IDENTIFY_ENVIRON SHLVL=5
1731474949.060607 peer 0x140008000 message 105
1731474949.060609 client 0x15b80a400 IDENTIFY_ENVIRON LESS=-R
1731474949.060611 peer 0x140008000 message 105
1731474949.060613 client 0x15b80a400 IDENTIFY_ENVIRON LOGNAME=richie
1731474949.060614 peer 0x140008000 message 105
1731474949.060617 client 0x15b80a400 IDENTIFY_ENVIRON NVM_BIN=/Users/richie/.nvm/versions/node/v22.8.0/bin
1731474949.060618 peer 0x140008000 message 105
1731474949.060620 client 0x15b80a400 IDENTIFY_ENVIRON TABBY_PLUGINS=
1731474949.060622 peer 0x140008000 message 105
1731474949.060624 client 0x15b80a400 IDENTIFY_ENVIRON COLORTERM=truecolor
1731474949.060626 peer 0x140008000 message 105
1731474949.060628 client 0x15b80a400 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1731474949.060630 peer 0x140008000 message 106
1731474949.060632 client 0x15b80a400 name is client-38486
1731474949.060635 peer 0x140008000 message 200
1731474949.060637 cmd_unpack_argv: argv[0]=bind-key
1731474949.060642 cmd_unpack_argv: argv[1]=-T
1731474949.060643 cmd_unpack_argv: argv[2]=copy-mode
1731474949.060645 cmd_unpack_argv: argv[3]=!
1731474949.060647 cmd_unpack_argv: argv[4]=send-keys
1731474949.060649 cmd_unpack_argv: argv[5]=-X
1731474949.060650 cmd_unpack_argv: argv[6]=copy-pipe-and-cancel
1731474949.060652 cmd_unpack_argv: argv[7]=tr -d '\n' | pbcopy
1731474949.060655 cmd_parse_build_commands 0:0: bind-key
1731474949.060657 cmd_parse_build_commands 0:1: -T
1731474949.060659 cmd_parse_build_commands 0:2: copy-mode
1731474949.060660 cmd_parse_build_commands 0:3: !
1731474949.060662 cmd_parse_build_commands 0:4: send-keys
1731474949.060664 cmd_parse_build_commands 0:5: -X
1731474949.060665 cmd_parse_build_commands 0:6: copy-pipe-and-cancel
1731474949.060667 cmd_parse_build_commands 0:7: tr -d '\n' | pbcopy
1731474949.060670 args_parse_flags: next -T
1731474949.060672 args_parse_flag_argument: -T = copy-mode
1731474949.060674 args_parse_flags: next !
1731474949.060676 args_parse: flags end at 3 of 8
1731474949.060678 args_parse: 3 = ! (type STRING)
1731474949.060680 args_parse: 4 = send-keys (type STRING)
1731474949.060682 args_parse: 5 = -X (type STRING)
1731474949.060684 args_parse: 6 = copy-pipe-and-cancel (type STRING)
1731474949.060686 args_parse: 7 = tr -d '\n' | pbcopy (type STRING)
1731474949.060693 cmd_parse_build_commands: bind-key -T copy-mode ! send-keys -X copy-pipe-and-cancel "tr -d '\\n' | pbcopy"
1731474949.060697 cmdq_get_command: [bind-key/0x15b627260] group 3112
1731474949.060699 cmdq_append <client-38486>: [bind-key/0x15b627260]
1731474949.060701 cmdq_append <client-38486>: [server_client_command_done/0x15b627350]
1731474949.060703 cmdq_next <global>: waiting
1731474949.060705 cmdq_next </dev/ttys003>: waiting
1731474949.060707 cmdq_next <client-38486>: enter
1731474949.060709 cmdq_next <client-38486>: [bind-key/0x15b627260] (0), flags 0
1731474949.060711 cmd_find_best_session: 0 sessions to try
1731474949.060712 cmd_find_current_client: no target, return 0x0
1731474949.060714 cmd_find_best_session: 0 sessions to try
1731474949.060716 cmd_find_best_session: 0 sessions to try
1731474949.060718 cmd_parse_build_commands 0:0: send-keys
1731474949.060720 cmd_parse_build_commands 0:1: -X
1731474949.060721 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1731474949.060723 cmd_parse_build_commands 0:3: tr -d '\n' | pbcopy
1731474949.060726 args_parse_flags: next -X
1731474949.060728 args_parse_flags: -X
1731474949.060729 args_parse_flags: next copy-pipe-and-cancel
1731474949.060731 args_parse: flags end at 2 of 4
1731474949.060733 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1731474949.060735 args_parse: 3 = tr -d '\n' | pbcopy (type STRING)
1731474949.060740 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel "tr -d '\\n' | pbcopy"
1731474949.060745 key_bindings_add: 0x21 ! = send-keys -X copy-pipe-and-cancel "tr -d '\\n' | pbcopy"
1731474949.060747 cmd_find_best_session: 0 sessions to try
1731474949.060749 unref client 0x15b80a400 (3 references)
1731474949.060752 cmdq_next <client-38486>: [server_client_command_done/0x15b627350] (1), flags 0
1731474949.060754 unref client 0x15b80a400 (2 references)
1731474949.060755 cmdq_next <client-38486>: exit (empty)
1731474949.060757 cmdq_next <global>: waiting
1731474949.060759 cmdq_next </dev/ttys003>: waiting
1731474949.060761 cmdq_next <client-38486>: empty
1731474949.060763 sending message 203 to peer 0x140008000 (4 bytes)
1731474949.060771 cmdq_next <global>: waiting
1731474949.060774 cmdq_next </dev/ttys003>: waiting
1731474949.060777 cmdq_next <client-38486>: empty
1731474949.060873 lost client 0x15b80a400
1731474949.060885 remove peer 0x140008000
1731474949.060890 unref client 0x15b80a400 (1 references)
1731474949.060893 free client 0x15b80a400 (0 references)
1731474949.060895 cmdq_next <global>: waiting
1731474949.060897 cmdq_next </dev/ttys003>: waiting
1731474949.063906 add peer 0x150060000: 10 (0x14b812e00)
1731474949.063914 new client 0x14b812e00
1731474949.063917 cmdq_next <global>: waiting
1731474949.063919 cmdq_next </dev/ttys003>: waiting
1731474949.063985 peer 0x150060000 message 111
1731474949.063989 client 0x14b812e00 IDENTIFY_LONGFLAGS 0x10000
1731474949.063992 peer 0x150060000 message 111
1731474949.063995 client 0x14b812e00 IDENTIFY_LONGFLAGS 0x10000
1731474949.063997 peer 0x150060000 message 101
1731474949.064000 client 0x14b812e00 IDENTIFY_TERM xterm-256color
1731474949.064002 peer 0x150060000 message 109
1731474949.064005 client 0x14b812e00 IDENTIFY_FEATURES 
1731474949.064007 peer 0x150060000 message 102
1731474949.064010 client 0x14b812e00 IDENTIFY_TTYNAME 
1731474949.064013 peer 0x150060000 message 108
1731474949.064024 client 0x14b812e00 IDENTIFY_CWD /Users/richie/Documents/Programming/Projects/on-going/feedback-hub
1731474949.064026 cmdq_next <global>: waiting
1731474949.064028 cmdq_next </dev/ttys003>: waiting
1731474949.064032 peer 0x150060000 message 104
1731474949.064034 client 0x14b812e00 IDENTIFY_STDIN 11
1731474949.064036 cmdq_next <global>: waiting
1731474949.064037 cmdq_next </dev/ttys003>: waiting
1731474949.064041 peer 0x150060000 message 110
1731474949.064043 client 0x14b812e00 IDENTIFY_STDOUT 12
1731474949.064045 peer 0x150060000 message 107
1731474949.064046 client 0x14b812e00 IDENTIFY_CLIENTPID 38489
1731474949.064048 peer 0x150060000 message 105
1731474949.064051 client 0x14b812e00 IDENTIFY_ENVIRON NVM_INC=/Users/richie/.nvm/versions/node/v22.8.0/include/node
1731474949.064053 peer 0x150060000 message 105
1731474949.064055 client 0x14b812e00 IDENTIFY_ENVIRON LDFLAGS=-L/opt/homebrew/opt/postgresql@16/lib
1731474949.064057 peer 0x150060000 message 105
1731474949.064060 client 0x14b812e00 IDENTIFY_ENVIRON LC_MONETARY=en_US.UTF-8
1731474949.064062 peer 0x150060000 message 105
1731474949.064064 client 0x14b812e00 IDENTIFY_ENVIRON TERM_PROGRAM=Tabby
1731474949.064066 peer 0x150060000 message 105
1731474949.064068 client 0x14b812e00 IDENTIFY_ENVIRON ANDROID_HOME=/Users/richie/Library/Android/Sdk
1731474949.064070 peer 0x150060000 message 105
1731474949.064072 client 0x14b812e00 IDENTIFY_ENVIRON NVM_CD_FLAGS=-q
1731474949.064074 peer 0x150060000 message 105
1731474949.064076 client 0x14b812e00 IDENTIFY_ENVIRON SHELL=/bin/sh
1731474949.064078 peer 0x150060000 message 105
1731474949.064080 client 0x14b812e00 IDENTIFY_ENVIRON TERM=xterm-256color
1731474949.064082 peer 0x150060000 message 105
1731474949.064084 client 0x14b812e00 IDENTIFY_ENVIRON CPPFLAGS=-I/opt/homebrew/opt/postgresql@16/include
1731474949.064086 peer 0x150060000 message 105
1731474949.064088 client 0x14b812e00 IDENTIFY_ENVIRON TMPDIR=/var/folders/pd/qsy0fv9j0ts43m9j8cbg5r5r0000gn/T/
1731474949.064090 peer 0x150060000 message 105
1731474949.064092 client 0x14b812e00 IDENTIFY_ENVIRON LC_NUMERIC=en_US.UTF-8
1731474949.064094 peer 0x150060000 message 105
1731474949.064096 client 0x14b812e00 IDENTIFY_ENVIRON MallocNanoZone=0
1731474949.064098 peer 0x150060000 message 105
1731474949.064100 client 0x14b812e00 IDENTIFY_ENVIRON ORIGINAL_XDG_CURRENT_DESKTOP=undefined
1731474949.064102 peer 0x150060000 message 105
1731474949.064104 client 0x14b812e00 IDENTIFY_ENVIRON LC_ALL=en_US.UTF-8
1731474949.064106 peer 0x150060000 message 105
1731474949.064108 client 0x14b812e00 IDENTIFY_ENVIRON TABBY_CONFIG_DIRECTORY=/Users/richie/Library/Application Support/tabby
1731474949.064110 peer 0x150060000 message 105
1731474949.064112 client 0x14b812e00 IDENTIFY_ENVIRON ZSH=/Users/richie/.oh-my-zsh
1731474949.064114 peer 0x150060000 message 105
1731474949.064116 client 0x14b812e00 IDENTIFY_ENVIRON NVM_DIR=/Users/richie/.nvm
1731474949.064118 peer 0x150060000 message 105
1731474949.064120 client 0x14b812e00 IDENTIFY_ENVIRON USER=richie
1731474949.064122 peer 0x150060000 message 105
1731474949.064125 client 0x14b812e00 IDENTIFY_ENVIRON LS_COLORS=di=1;36:ln=35:so=32:pi=33:ex=31:bd=34;46:cd=34;43:su=30;41:sg=30;46:tw=30;42:ow=30;43
1731474949.064126 peer 0x150060000 message 105
1731474949.064128 client 0x14b812e00 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1731474949.064130 peer 0x150060000 message 105
1731474949.064133 client 0x14b812e00 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.hMYMO54iBk/Listeners
1731474949.064138 peer 0x150060000 message 105
1731474949.064140 client 0x14b812e00 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1731474949.064142 peer 0x150060000 message 105
1731474949.064144 client 0x14b812e00 IDENTIFY_ENVIRON PAGER=less
1731474949.064146 peer 0x150060000 message 105
1731474949.064148 client 0x14b812e00 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,38312,-1
1731474949.064150 peer 0x150060000 message 105
1731474949.064152 client 0x14b812e00 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1731474949.064154 peer 0x150060000 message 105
1731474949.064161 client 0x14b812e00 IDENTIFY_ENVIRON PATH=/Users/richie/.nvm/versions/node/v22.8.0/bin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Library/Apple/usr/bin:/Users/richie/Library/Android/Sdk:/Users/richie/Library/Android/Sdk/platform-tools:/Users/richie/Library/Android/Sdk/build-tools/34.0.0:/Users/richie/Library/Android/Sdk/emulator:/Users/richie/Library/Android/Sdk/cmdline-tools/latest/bin/:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Users/richie/Development/flutter/bin:/opt/homebrew/opt/openjdk/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/sbin:/opt/homebrew/bin:/usr/local/bin
1731474949.064163 peer 0x150060000 message 105
1731474949.064165 client 0x14b812e00 IDENTIFY_ENVIRON LC_MESSAGES=en_US.UTF-8
1731474949.064167 peer 0x150060000 message 105
1731474949.064169 client 0x14b812e00 IDENTIFY_ENVIRON LC_COLLATE=en_US.UTF-8
1731474949.064171 peer 0x150060000 message 105
1731474949.064173 client 0x14b812e00 IDENTIFY_ENVIRON __CFBundleIdentifier=org.tabby
1731474949.064175 peer 0x150060000 message 105
1731474949.064177 client 0x14b812e00 IDENTIFY_ENVIRON PWD=/Users/richie/Documents/Programming/Projects/on-going/feedback-hub
1731474949.064179 peer 0x150060000 message 105
1731474949.064181 client 0x14b812e00 IDENTIFY_ENVIRON ZSH_TMUX_AUTONAME_SESSION=true
1731474949.064183 peer 0x150060000 message 105
1731474949.064185 client 0x14b812e00 IDENTIFY_ENVIRON TOP_PID=38343
1731474949.064187 peer 0x150060000 message 105
1731474949.064189 client 0x14b812e00 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1731474949.064190 peer 0x150060000 message 105
1731474949.064194 client 0x14b812e00 IDENTIFY_ENVIRON NODE_PATH=undefined:/Applications/Tabby.app/Contents/Resources/builtin-plugins:/Applications/Tabby.app/Contents/Resources/app.asar/node_modules:/Users/richie/Library/Application Support/tabby/plugins/node_modules
1731474949.064196 peer 0x150060000 message 105
1731474949.064198 client 0x14b812e00 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1731474949.064200 peer 0x150060000 message 105
1731474949.064202 client 0x14b812e00 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1731474949.064204 peer 0x150060000 message 105
1731474949.064206 client 0x14b812e00 IDENTIFY_ENVIRON HOME=/Users/richie
1731474949.064207 peer 0x150060000 message 105
1731474949.064209 client 0x14b812e00 IDENTIFY_ENVIRON SHLVL=5
1731474949.064211 peer 0x150060000 message 105
1731474949.064213 client 0x14b812e00 IDENTIFY_ENVIRON LESS=-R
1731474949.064215 peer 0x150060000 message 105
1731474949.064217 client 0x14b812e00 IDENTIFY_ENVIRON LOGNAME=richie
1731474949.064219 peer 0x150060000 message 105
1731474949.064222 client 0x14b812e00 IDENTIFY_ENVIRON NVM_BIN=/Users/richie/.nvm/versions/node/v22.8.0/bin
1731474949.064223 peer 0x150060000 message 105
1731474949.064225 client 0x14b812e00 IDENTIFY_ENVIRON TABBY_PLUGINS=
1731474949.064227 peer 0x150060000 message 105
1731474949.064229 client 0x14b812e00 IDENTIFY_ENVIRON COLORTERM=truecolor
1731474949.064231 peer 0x150060000 message 105
1731474949.064233 client 0x14b812e00 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1731474949.064235 peer 0x150060000 message 106
1731474949.064237 client 0x14b812e00 name is client-38489
1731474949.064240 peer 0x150060000 message 200
1731474949.064242 cmd_unpack_argv: argv[0]=show-option
1731474949.064248 cmd_unpack_argv: argv[1]=-gqv
1731474949.064250 cmd_unpack_argv: argv[2]=@yank_with_mouse
1731474949.064252 cmd_parse_build_commands 0:0: show-option
1731474949.064254 cmd_parse_build_commands 0:1: -gqv
1731474949.064256 cmd_parse_build_commands 0:2: @yank_with_mouse
1731474949.064260 args_parse_flags: next -gqv
1731474949.064262 args_parse_flags: -g
1731474949.064263 args_parse_flags: -q
1731474949.064265 args_parse_flags: -v
1731474949.064267 args_parse_flags: next @yank_with_mouse
1731474949.064269 args_parse: flags end at 2 of 3
1731474949.064271 args_parse: 2 = @yank_with_mouse (type STRING)
1731474949.064275 cmd_parse_build_commands: show-options -gqv @yank_with_mouse
1731474949.064278 cmdq_get_command: [show-options/0x15b72cc20] group 3120
1731474949.064280 cmdq_append <client-38489>: [show-options/0x15b72cc20]
1731474949.064282 cmdq_append <client-38489>: [server_client_command_done/0x15b72da90]
1731474949.064284 cmdq_next <global>: waiting
1731474949.064286 cmdq_next </dev/ttys003>: waiting
1731474949.064288 cmdq_next <client-38489>: enter
1731474949.064290 cmdq_next <client-38489>: [show-options/0x15b72cc20] (0), flags 0
1731474949.064292 cmd_find_best_session: 0 sessions to try
1731474949.064294 cmd_find_current_client: no target, return 0x0
1731474949.064296 cmd_find_best_session: 0 sessions to try
1731474949.064298 cmd_find_target: target none, type pane, item 0x15b72cc20, flags QUIET,CANFAIL
1731474949.064300 cmd_find_best_session: 0 sessions to try
1731474949.064302 cmd_find_target: error
